Park2019,parkCode,RecreationalVisits2019,NonRecreationalVisits2019,TotalVisits2019,RecreationVisitorHours2019,NonRecreationVisitorHours2019,VisitorDays2019,ConcessionerLodging2019,ConcessionerCamping2019,TentOvernights2019,RecreationVehicleOvernights2019,BackcountryOvernights2019,MiscellaneousOvernights2019,NonRecreationOvernights2019,TotalRecreationVisits2019,TotalNonRecreationVisits2019,SumOfTotalVisits2019,TotalRecreationVisitorHours2019,TotalNonRecreationVisitorHours2019,TotalVisitorDays2019,TotalConcessionerLodging2019,TotalConcessionerCamping2019,TotalTentOvernights2019,TotalRecreationVehicleOvernights2019,TotalBackcountryOvernights2019,TotalMiscellaneousOvernights2019,TotalNonRecreationOvernights2019
Dayton Aviation Heritage NHP,DAAV,"89,848",0,"89,848","123,786",0,"10,315",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
De Soto NMEM,DESO,"176,042",0,"176,042","290,470",0,"24,205",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Death Valley NP,DEVA,"1,754,899","69,460","1,824,359","11,931,024","104,190","994,252","28,126","4,015","67,614","90,140","1,888",402,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Delaware Water Gap NRA,DEWA,"3,361,735","54,000","3,415,735","14,321,500","27,000","1,193,458",0,"7,507",0,0,"14,444","21,777",0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Denali NP & PRES,DENA,"599,073","787,826","1,386,899","6,612,529","196,956","551,044",0,"26,382",0,0,"26,213",0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Devils Postpile NM,DEPO,"132,743",0,"132,743","464,597",0,"38,716",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Devils Tower NM,DETO,"453,739","3,039","456,778","1,299,224","1,519","108,268",0,0,"5,741","7,399",0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Dinosaur NM,DINO,"294,761",732,"295,493","1,853,135",732,"154,427",0,0,"19,125","16,853","30,868","2,625",0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Dry Tortugas NP,DRTO,"70,312","2,712","73,024","578,224","32,544","48,185",0,0,"5,946",0,0,"9,417","2,712","323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Edgar Allan Poe NHS,EDAL,"14,951",0,"14,951","14,951",0,"1,245",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Effigy Mounds NM,EFMO,"61,612","1,200","62,812","154,032",204,"12,836",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Eisenhower NHS,EISE,"46,178",0,"46,178","73,884",0,"6,157",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
El Malpais NM,ELMA,"154,443",720,"155,163","617,769",180,"51,480",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
El Morro NM,ELMO,"67,520","13,986","81,506","219,435","4,614","18,286",0,0,"2,717","1,727",0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Eleanor Roosevelt NHS,ELRO,"50,082",0,"50,082","75,125",0,"6,260",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Eugene O'Neill NHS,EUON,"2,931",81,"3,012","6,298",162,524,0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Everglades NP,EVER,"1,063,424","6,000","1,069,424","4,356,669","27,000","363,055",0,"14,651",0,0,"8,712",728,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Federal Hall NMEM,FEHA,"271,620","1,713","273,333","195,227","1,855","16,268",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Fire Island NS,FIIS,"383,072","171,702","554,774","1,483,675","515,106","123,639",0,"5,100",0,0,"3,054","13,020",0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
First Ladies NHS,FILA,"10,572",0,"10,572","21,144",0,"1,761",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Flight 93 NMEM,FLNI,"405,303",0,"405,303","709,277",0,"59,106",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Florissant Fossil Beds NM,FLFO,"73,834",0,"73,834","90,689",0,"7,557",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Ford's Theatre NHS,FOTH,"572,983","3,230","576,213","803,731","9,690","66,977",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Fort Bowie NHS,FOBO,"7,551",0,"7,551","15,102",0,"1,258",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Fort Caroline NMEM,FOCA,"147,382",0,"147,382","147,382",0,"12,281",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Fort Davis NHS,FODA,"49,364",266,"49,630","103,446","1,438","8,620",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Fort Donelson NB,FODO,"251,565","538,219","789,784","167,590","17,763","13,965",0,0,0,0,0,2,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Fort Frederica NM,FOFR,"190,406","1,800","192,206","192,164",444,"16,013",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Fort Laramie NHS,FOLA,"43,515",365,"43,880","65,269",544,"5,439",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Fort Larned NHS,FOLS,"25,964",0,"25,964","51,928",0,"4,327",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Fort Matanzas NM,FOMA,"602,342",0,"602,342","611,808",0,"50,984",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Fort McHenry NM & HS,FOMC,"483,169",720,"483,889","724,754",360,"60,396",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Fort Necessity NB,FONE,"305,543",120,"305,663","442,270",48,"36,855",0,0,0,0,0,579,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Fort Point NHS,FOPO,"1,422,665",0,"1,422,665","798,272",0,"66,522",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Fort Pulaski NM,FOPU,"360,945","19,476","380,421","902,360","4,872","75,196",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Fort Raleigh NHS,FORA,"248,568","1,344","249,912","361,596","1,344","30,133",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Fort Scott NHS,FOSC,"22,901",360,"23,261","34,350",118,"2,862",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Fort Smith NHS,FOSM,"138,220",0,"138,220","85,230",0,"7,102",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Fort Stanwix NM,FOST,"97,230",0,"97,230","145,844",0,"12,153",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Fort Sumter and Fort Moultrie NHP,FOSU,"845,483",0,"845,483","2,044,673",0,"170,389",0,0,0,0,0,1,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Fort Union NM,FOUN,"10,885",220,"11,105","12,844",22,"1,070",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Fort Union Trading Post NHS,FOUS,"12,811",503,"13,314","15,566",124,"1,297",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Fort Vancouver NHS,FOVA,"944,024","72,000","1,016,024","1,019,754","576,000","84,979",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Fort Washington Park,FOWA,"427,010",0,"427,010","1,690,588",0,"140,882",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Fossil Butte NM,FOBU,"20,340",307,"20,647","27,575",208,"2,297",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Franklin Delano Roosevelt MEM,FRDE,"3,293,268",0,"3,293,268","1,646,636",0,"137,219",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Frederick Douglass NHS,FRDO,"60,878",0,"60,878","60,878",0,"5,073",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Frederick Law Olmsted NHS,FRLA,"7,917",569,"8,486","15,834","1,118","1,319",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Fredericksburg & Spotsylvania NMP,FRSP,"903,066","1,392,159","2,295,225","421,145","167,849","35,095",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Friendship Hill NHS,FRHI,"34,059",0,"34,059","79,587",0,"6,632",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Gates of the Arctic NP & PRES,GAAR,"10,519",0,"10,519","102,366",0,"8,530",0,0,0,0,"4,058",0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Gateway Arch NP,JEFF,"2,039,451",0,"2,039,451","8,157,801",0,"679,816",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Gateway NRA,GATE,"9,410,014","1,134,526","10,544,540","25,669,605","2,269,053","2,139,133",0,0,"15,684","3,211",0,"2,032",0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Gauley River NRA,GARI,"114,556",0,"114,556","366,767",0,"30,563",0,0,"3,950","1,388",0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
General Grant NMEM,GEGR,"103,577",120,"103,697","55,038",71,"4,586",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
George Rogers Clark NHP,GERO,"136,447",0,"136,447","182,839",0,"15,236",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
George Washington Birthplace NM,GEWA,"120,272","7,200","127,472","374,730","7,200","31,227",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
George Washington Carver NM,GWCA,"48,050",0,"48,050","62,466",0,"5,205",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
George Washington MEM PKWY,GWMP,"7,268,180","36,244,789","43,512,969","7,854,258","18,122,393","654,521",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Gettysburg NMP,GETT,"932,187","74,400","1,006,587","4,138,732","12,348","344,894",0,0,0,0,0,"7,751",0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Gila Cliff Dwellings NM,GICL,"66,545",0,"66,545","99,816",0,"8,318",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Glacier Bay NP & PRES,GLBA,"668,226",383,"668,609","8,517,950","72,140","709,829","14,408",0,744,0,"4,284","14,968","2,950","323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Glacier NP,GLAC,"3,067,697","13,107","3,080,804","34,073,295","113,638","2,839,441","119,960",0,"118,714","126,639","34,908",926,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Glen Canyon NRA,GLCA,"4,222,157","35,303","4,257,460","42,523,967","423,633","3,543,663","66,732","77,603","13,345","3,891","72,729","609,660",0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Golden Gate NRA,GOGA,"14,808,750",0,"14,808,750","38,943,575",0,"3,245,297","45,875",0,"3,078",0,723,"8,670",0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Golden Spike NHP,GOSP,"108,141","31,000","139,141","263,304","15,500","21,941",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Governors Island NM,GOIS,"603,848",0,"603,848","1,207,696",0,"100,641",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Grand Canyon NP,GRCA,"6,083,555","21,084","6,104,639","95,761,456","21,084","7,980,121","595,064","46,722","121,305","64,085","329,182","25,308",0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Grand Portage NM,GRPO,"94,190",0,"94,190","207,253",0,"17,271",0,0,0,0,47,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Grand Teton NP,GRTE,"3,425,547","1,609,982","5,035,529","21,214,928","1,609,982","1,767,910","213,255","311,482",0,0,"36,174",26,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Grant-Kohrs Ranch NHS,GRKO,"26,038",0,"26,038","32,028",0,"2,669",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Great Basin NP,GRBA,"131,795",782,"132,577","1,296,335",392,"108,027",0,0,"21,074","18,029",60,324,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Great Sand Dunes NP & PRES,GRSA,"526,006",470,"526,476","2,705,005",470,"225,417",0,0,"29,287","21,503","4,963","7,761",0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Great Smoky Mountains NP,GRSM,"12,338,812","10,544,367","22,883,179","89,753,515","5,272,185","7,479,459","10,958",0,"153,560","112,883","94,212","19,056",0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Greenbelt Park,GREE,"131,071",0,"131,071","587,885",0,"48,990",0,0,"6,988","7,800",0,627,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Guadalupe Mountains NP,GUMO,"183,004","1,080","184,084","456,739","1,080","38,061",0,0,"10,235","5,781","3,031","1,445",0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Guilford Courthouse NMP,GUCO,"216,198","4,048,570","4,264,768","139,175","33,604","11,597",0,0,0,0,0,14,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Gulf Islands NS,GUIS,"5,011,962","111,672","5,123,634","16,573,231","21,362","1,381,102",0,0,"35,277","135,980",0,"4,271",0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Hagerman Fossil Beds NM,HAFO,"23,897",0,"23,897","35,844",0,"2,987",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Haleakala NP,HALE,"949,365","22,392","971,757","2,209,535","20,160","184,127",0,0,"7,749",0,"1,578","2,371",0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Hamilton Grange NMEM,HAGR,"60,981",92,"61,073","47,282",6,"3,940",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Hampton NHS,HAMP,"27,056",600,"27,656","40,583",600,"3,381",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Harpers Ferry NHP,HAFE,"296,448",0,"296,448","1,185,788",0,"98,815",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Harry S Truman NHS,HSTR,"30,353",0,"30,353","22,889",0,"1,907",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Hawaii Volcanoes NP,HAVO,"1,346,745","1,848,850","3,195,595","8,197,658","610,120","683,138","20,012","3,175",791,17,"3,174","52,550",0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Herbert Hoover NHS,HEHO,"128,416","18,000","146,416","128,416","1,200","10,701",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Home of Franklin D. Roosevelt NHS,HOFR,"147,383",0,"147,383","237,314",0,"19,776",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Homestead NM of America,HOME,"62,360","357,566","419,926","105,285","57,211","8,773",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Hopewell Culture NHP,HOCU,"60,862",0,"60,862","121,726",0,"10,143",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Hopewell Furnace NHS,HOFU,"51,351",600,"51,951","61,622",300,"5,135",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Horseshoe Bend NMP,HOBE,"43,997","260,822","304,819","130,217","86,932","10,851",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Hot Springs NP,HOSP,"1,463,873","2,227,125","3,690,998","1,306,075","445,425","108,839",0,0,"1,509","21,947",0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Hovenweep NM,HOVE,"35,334",300,"35,634","121,671",60,"10,139",0,0,858,"1,267",0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Hubbell Trading Post NHS,HUTR,"42,742","4,584","47,326","22,083","1,056","1,840",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Independence NHP,INDE,"4,424,194",0,"4,424,194","6,689,876",0,"557,489",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Indiana Dunes NP,INDU,"2,089,792","4,384","2,094,176","5,608,523","2,190","467,376",0,0,"15,761","5,702",0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
Isle Royale NP,ISRO,"26,483",293,"26,776","1,337,377","26,420","111,448","12,308",172,"4,907",0,"26,934","9,961","1,083","323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
James A. Garfield NHS,JAGA,"41,274",0,"41,274","82,548",0,"6,879",0,0,0,0,0,0,0,"323,265,923","168,429,126","491,695,049","1,413,762,728","92,171,939","117,813,560","3,181,747","1,219,465","3,470,298","2,422,533","1,924,536","1,370,640","30,131"
