Park2000,parkCode,RecreationalVisits2000,NonRecreationalVisits2000,TotalVisits2000,RecreationVisitorHours2000,NonRecreationVisitorHours2000,VisitorDays2000,ConcessionerLodging2000,ConcessionerCamping2000,TentOvernights2000,RecreationVehicleOvernights2000,BackcountryOvernights2000,MiscellaneousOvernights20000,NonRecreationOvernights2000,TotalRecreationVisits2000,TotalNonRecreationVisits2000,SumOfTotalVisits2000,TotalRecreationVisitorHours2000,TotalNonRecreationVisitorHours2000,TotalVisitorDays2000,TotalConcessionerLodging2000,TotalConcessionerCamping2000,TotalTentOvernights2000,TotalRecreationVehicleOvernights2000,TotalBackcountryOvernights2000,TotalMiscellaneousOvernights2000,TotalNonRecreationOvernights2000
Dry Tortugas NP,DRTO,"82,376","10,635","93,011","985,524","127,620","82,127",0,0,"6,237",0,0,"22,723","10,635","286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Edgar Allan Poe NHS,EDAL,"6,054",0,"6,054","6,054",0,504,0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Effigy Mounds NM,EFMO,"77,657","1,200","78,857","194,146",204,"16,178",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Eisenhower NHS,EISE,"75,179",0,"75,179","120,952",0,"10,079",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
El Malpais NM,ELMA,"70,413",720,"71,133","303,090",180,"25,257",0,0,0,0,"1,191",0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
El Morro NM,ELMO,"71,107","14,520","85,627","179,948","4,792","14,995",0,0,"1,372",498,0,115,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Eleanor Roosevelt NHS,ELRO,"75,389",0,"75,389","113,086",0,"9,423",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Eugene O'Neill NHS,EUON,"3,515",184,"3,699","13,228",368,"1,102",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Everglades NP,EVER,"958,846","66,200","1,025,046","5,832,369","297,903","486,030","40,008",0,"18,391","24,434","20,141","3,852",0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Federal Hall NMEM,FEHA,"240,816","3,144","243,960","142,580","4,290","11,881",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Fire Island NS,FIIS,"578,834","214,914","793,748","2,217,125","644,742","184,760",0,0,"5,755",0,0,"42,075",0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Florissant Fossil Beds NM,FLFO,"82,941",0,"82,941","103,268",0,"8,605",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Ford's Theatre NHS,FOTH,"1,156,909",420,"1,157,329","1,180,255",840,"98,354",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Fort Bowie NHS,FOBO,"9,252",0,"9,252","18,504",0,"1,541",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Fort Caroline NMEM,FOCA,"189,414",0,"189,414","189,414",0,"15,784",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Fort Davis NHS,FODA,"57,014","1,743","58,757","85,525","4,467","7,127",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Fort Donelson NB,FODO,"222,410","570,091","792,501","151,486","18,812","12,623",0,0,0,0,0,140,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Fort Frederica NM,FOFR,"245,702","1,800","247,502","247,976",444,"20,664",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Fort Laramie NHS,FOLA,"47,985",365,"48,350","67,864",551,"5,655",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Fort Larned NHS,FOLS,"40,624",0,"40,624","81,248",0,"6,770",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Fort Matanzas NM,FOMA,"628,184",0,"628,184","638,076",0,"53,173",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Fort McHenry NM & HS,FOMC,"695,433",720,"696,153","1,043,154",360,"86,929",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Fort Necessity NB,FONE,"84,613",120,"84,733","114,698",48,"9,558",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Fort Point NHS,FOPO,"1,580,025",0,"1,580,025","934,444",0,"77,870",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Fort Pulaski NM,FOPU,"359,018","28,800","387,818","902,373","7,200","75,197",0,0,0,0,0,268,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Fort Raleigh NHS,FORA,"237,442","1,344","238,786","420,187","1,344","35,015",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Fort Scott NHS,FOSC,"38,855",854,"39,709","58,290",279,"4,857",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Fort Smith NHS,FOSM,"50,396",0,"50,396","67,027",0,"5,585",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Fort Stanwix NM,FOST,"40,102",0,"40,102","60,156",0,"5,013",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Fort Sumter and Fort Moultrie NHP,FOSU,"314,742",0,"314,742","708,289",0,"59,024",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Fort Union NM,FOUN,"14,285",530,"14,815","16,857",42,"1,404",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Fort Union Trading Post NHS,FOUS,"19,761",582,"20,343","23,850",147,"1,987",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Fort Vancouver NHS,FOVA,"376,650",0,"376,650","503,129",0,"41,927",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Fort Washington Park,FOWA,"267,925",0,"267,925","1,051,080",0,"87,589",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Fossil Butte NM,FOBU,"22,176",481,"22,657","34,557",122,"2,879",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Franklin Delano Roosevelt MEM,FRDE,"3,038,114",0,"3,038,114","1,520,559",0,"126,713",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Frederick Douglass NHS,FRDO,"33,560",0,"33,560","30,819",0,"2,568",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Frederick Law Olmsted NHS,FRLA,"6,851",147,"6,998","13,702",444,"1,141",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Fredericksburg & Spotsylvania NMP,FRSP,"491,156","1,145,756","1,636,912","673,863","203,238","56,155",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Friendship Hill NHS,FRHI,"28,565",0,"28,565","63,138",0,"5,261",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Gates of the Arctic NP & PRES,GAAR,"11,431",702,"12,133","5,718","25,416",476,0,0,0,0,0,0,477,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Gateway Arch NP,JEFF,"3,514,866","576,018","4,090,884","14,059,464","97,922","1,171,622",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Gateway NRA,GATE,"7,896,198","1,242,684","9,138,882","24,848,810","2,485,368","2,070,734",0,0,0,0,0,"6,259",0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Gauley River NRA,GARI,"237,770",0,"237,770","1,008,151",0,"84,012",0,0,"2,522","2,128",0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
General Grant NMEM,GEGR,"120,047","2,862","122,909","78,098","4,910","6,508",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
George Rogers Clark NHP,GERO,"136,079",0,"136,079","182,345",0,"15,195",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
George Washington Birthplace NM,GEWA,"135,738","3,650","139,388","271,476","3,650","22,623",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
George Washington Carver NM,GWCA,"53,361",0,"53,361","69,369",0,"5,780",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
George Washington MEM PKWY,GWMP,"7,685,862","27,712,026","35,397,888","7,898,980","13,856,016","658,248",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Gettysburg NMP,GETT,"1,553,690","74,400","1,628,090","4,778,296","12,348","398,191",0,0,0,0,0,"29,327",0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Gila Cliff Dwellings NM,GICL,"47,812",0,"47,812","47,812",0,"3,984",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Glacier Bay NP & PRES,GLBA,"384,178",905,"385,083","5,244,762","154,716","437,063","16,776",0,971,0,"6,533","13,120","6,447","286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Glacier NP,GLAC,"1,720,784","9,486","1,730,270","14,448,756","83,374","1,204,063","116,849",0,"94,140","74,429","25,054",0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Glen Canyon NRA,GLCA,"2,589,197","26,272","2,615,469","57,053,545","315,264","4,754,462","181,727","111,030","7,393","4,941","23,218","1,686,070",62,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Golden Gate NRA,GOGA,"14,736,637",0,"14,736,637","22,915,950",0,"1,909,662","53,114",0,"3,182",0,"1,125","17,928",0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Golden Spike NHP,GOSP,"44,863","31,000","75,863","109,584","15,500","9,132",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Grand Canyon NP,GRCA,"4,456,263","355,352","4,811,615","68,394,096","355,352","5,699,508","593,464","42,320","161,991","99,145","172,449","12,250",0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Grand Portage NM,GRPO,"91,439",0,"91,439","59,151",0,"4,929",0,0,0,0,91,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Grand Teton NP,GRTE,"2,623,066","1,384,053","4,007,119","18,462,068","1,384,053","1,538,505","230,171","47,906","113,501","104,713","32,710","14,223",0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Grant-Kohrs Ranch NHS,GRKO,"20,830",0,"20,830","25,621",0,"2,135",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Great Basin NP,GRBA,"81,492",0,"81,492","1,324,829",0,"110,402",0,0,"18,473","13,023",289,499,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Great Sand Dunes NP & PRES,GRSA,"266,591",470,"267,061","1,484,503",470,"123,708",0,0,"18,983","11,392","1,371","3,678",0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Great Smoky Mountains NP,GRSM,"10,218,858","10,934,683","21,153,541","76,208,966","5,467,346","6,350,747","10,735",0,"180,350","130,341","84,881","24,449",0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Greenbelt Park,GREE,"167,390",0,"167,390","865,630",0,"72,135",0,0,"14,399","10,600",0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Guadalupe Mountains NP,GUMO,"206,301",0,"206,301","557,247",0,"46,437",0,0,"10,410","6,273","3,335","2,425",0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Guilford Courthouse NMP,GUCO,"791,366","4,161,869","4,953,235","414,870","34,541","34,572",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Gulf Islands NS,GUIS,"4,577,780","121,782","4,699,562","13,594,589","92,292","1,132,882",0,0,"32,536","116,111","3,790","7,454","3,846","286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Hagerman Fossil Beds NM,HAFO,"13,959",0,"13,959","20,941",0,"1,745",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Haleakala NP,HALE,"1,857,727","29,088","1,886,815","4,320,302","20,532","360,025",0,0,"19,581",0,"2,412","3,209",0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Hamilton Grange NMEM,HAGR,"41,001",283,"41,284","33,216",566,"2,768",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Hampton NHS,HAMP,"21,913",600,"22,513","22,313",600,"1,859",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Harpers Ferry NHP,HAFE,"318,945",0,"318,945","1,275,780",0,"106,315",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Harry S Truman NHS,HSTR,"44,301",0,"44,301","38,852",0,"3,237",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Hawaii Volcanoes NP,HAVO,"1,520,400","1,160,344","2,680,744","9,594,938","382,913","799,578","28,499",0,"9,851",709,"3,973","67,402",0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Herbert Hoover NHS,HEHO,"198,871","18,000","216,871","198,871","1,200","16,572",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Home of Franklin D. Roosevelt NHS,HOFR,"131,003",0,"131,003","238,201",0,"19,850",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Homestead NM of America,HOME,"43,630",0,"43,630","74,161",0,"6,180",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Hopewell Culture NHP,HOCU,"28,239",0,"28,239","39,835",0,"3,319",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Hopewell Furnace NHS,HOFU,"71,845",600,"72,445","86,220",300,"7,185",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Horseshoe Bend NMP,HOBE,"126,160","872,020","998,180","302,096","290,644","25,174",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Hot Springs NP,HOSP,"1,372,892","1,911,147","3,284,039","886,550","382,228","73,879",0,0,"1,920","2,259",0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Hovenweep NM,HOVE,"45,537",300,"45,837","126,450",60,"10,537",0,0,991,483,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Hubbell Trading Post NHS,HUTR,"196,990","4,584","201,574","101,778","1,056","8,481",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Independence NHP,INDE,"3,189,810",0,"3,189,810","4,785,490",0,"398,790",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Indiana Dunes NP,INDU,"1,798,318","108,486","1,906,804","5,024,739","54,243","418,728",0,0,"19,022","5,299",0,"6,301",0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Isle Royale NP,ISRO,"21,257",144,"21,401","1,460,979","21,232","121,748","7,730",591,"7,166",0,"40,071","4,096",880,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
James A. Garfield NHS,JAGA,"23,332",0,"23,332","46,664",0,"3,888",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Jean Lafitte NHP & PRES,JELA,"882,450","416,898","1,299,348","1,549,783","102,365","129,148",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Jewel Cave NM,JECA,"128,295",519,"128,814","141,780",519,"11,814",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Jimmy Carter NHS,JICA,"50,292",0,"50,292","25,149",0,"2,095",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
"John D. Rockefeller, Jr. MEM PKWY",JODR,"1,219,337","10,800","1,230,137","2,389,297","2,700","199,108","23,675","29,994",0,0,"2,248","1,154",0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
John Day Fossil Beds NM,JODA,"99,123",840,"99,963","118,582",84,"9,881",0,0,0,0,0,300,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
John F. Kennedy NHS,JOFI,"14,055",0,"14,055","7,029",0,585,0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
John Muir NHS,JOMU,"32,252","1,816","34,068","53,043",458,"4,420",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Johnstown Flood NMEM,JOFL,"121,098","101,868","222,966","121,893","3,056","10,157",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Joshua Tree NP,JOTR,"1,215,894","4,262","1,220,156","8,861,871","4,262","738,489",0,0,"138,159","47,985","6,958","49,697",0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Kalaupapa NHP,KALA,"80,231",0,"80,231","641,848",0,"53,487",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
Kaloko Honokohau NHP,KAHO,"44,640",0,"44,640","116,078",0,"9,673",0,0,0,0,0,0,0,"286,618,040","145,834,303","432,452,343","1,279,572,043","79,406,052","106,631,003","3,677,638","1,014,293","3,443,094","2,564,236","1,941,751","2,881,548","363,652"
