Park2010,parkCode,RecreationalVisits2010,NonRecreationalVisits2010,TotalVisits2010,RecreationVisitorHours2010,NonRecreationVisitorHours2010,VisitorDays2010,ConcessionerLodging2010,ConcessionerCamping2010,TentOvernights2010,RecreationVehicleOvernights2010,BackcountryOvernights2010,MiscellaneousOvernights2010,NonRecreationOvernights2010,TotalRecreationVisits2010,TotalNonRecreationVisits2010,SumOfTotalVisits2010,TotalRecreationVisitorHours2010,TotalNonRecreationVisitorHours2010,TotalVisitorDays2010,TotalConcessionerLodging2010,TotalConcessionerCamping2010,TotalTentOvernights2010,TotalRecreationVehicleOvernights2010,TotalBackcountryOvernights2010,TotalMiscellaneousOvernights2010,TotalNonRecreationOvernights2010
Saint Croix NSR,SACN,"200,628",0,"200,628","2,329,508",0,"194,125",0,0,0,0,"28,086",0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Saint Paul's Church NHS,SAPA,"15,134",497,"15,631","20,174",280,"1,681",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Saint-Gaudens NHP,SAGA,"31,323",0,"31,323","61,670",0,"5,139",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Salem Maritime NHS,SAMA,"788,931",4,"788,935","905,114",3,"75,426",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Salinas Pueblo Missions NM,SAPU,"33,856",0,"33,856","70,617",0,"5,884",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Salt River Bay NHP & Ecological Pres,SARI,474,0,474,474,0,39,0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
San Antonio Missions NHP,SAAN,"1,444,406",0,"1,444,406","2,419,418",0,"201,618",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
San Francisco Maritime NHP,SAFR,"4,116,238",0,"4,116,238","4,220,350",0,"351,695",0,0,0,0,0,"10,693",0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
San Juan Island NHP,SAJH,"273,825",0,"273,825","213,159",0,"17,763",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
San Juan NHS,SAJU,"1,067,922",0,"1,067,922","2,080,847",0,"173,403",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Sand Creek Massacre NHS,SAND,"3,234",0,"3,234","6,468",0,539,0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Santa Monica Mountains NRA,SAMO,"564,788","50,367","615,155","1,165,134","115,212","97,094",0,0,0,0,144,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Saratoga NHP,SARA,"70,816","125,824","196,640","217,954","10,065","18,162",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Saugus Iron Works NHS,SAIR,"10,732","45,625","56,357","16,100","4,566","1,341",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Scotts Bluff NM,SCBL,"129,073",0,"129,073","245,236",0,"20,436",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Sequoia NP,SEQU,"1,002,245","4,916","1,007,161","32,821,159","19,664","2,735,096","66,132",0,"124,714","33,428","21,654","5,184",0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Shenandoah NP,SHEN,"1,165,769","10,962","1,176,731","9,758,058","2,743","813,171","109,764",0,"99,447","48,033","37,793",0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Shiloh NMP,SHIL,"317,820","111,011","428,831","490,120","22,202","40,843",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Sitka NHP,SITK,"195,031",0,"195,031","121,457",0,"10,121",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Sleeping Bear Dunes NL,SLBE,"1,259,447",0,"1,259,447","6,992,363",0,"582,696",0,0,"49,623","45,369","18,114",0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Springfield Armory NHS,SPAR,"16,963",0,"16,963","33,926",0,"2,827",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Statue of Liberty NM,STLI,"3,883,945",0,"3,883,945","17,477,756",0,"1,456,479",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Steamtown NHS,STEA,"97,183","19,224","116,407","210,748","9,613","17,562",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Stones River NB,STRI,"199,374","1,515","200,889","228,358",315,"19,029",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Sunset Crater Volcano NM,SUCR,"180,386","12,000","192,386","225,484","3,996","18,790",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Tallgrass Prairie NPRES,TAPR,"21,388",0,"21,388","42,776",0,"3,564",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Thaddeus Kosciuszko NMEM,THKO,"3,264",0,"3,264",817,0,68,0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Theodore Roosevelt Birthplace NHS,THRB,"15,966",431,"16,397","18,267",318,"1,522",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Theodore Roosevelt Inaugural NHS,THRI,"18,136",0,"18,136","38,451",0,"3,204",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Theodore Roosevelt Island,THIS,"124,320",0,"124,320","223,771",0,"18,647",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Theodore Roosevelt NP,THRO,"612,456","6,578","619,034","1,906,550","2,172","158,879",0,0,"11,510","14,347",720,"2,082",0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Thomas Edison NHP,EDIS,"70,879",0,"70,879","151,095",0,"12,591",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Thomas Jefferson MEM,JEFM,"2,311,264",0,"2,311,264","1,155,632",0,"96,302",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Thomas Stone NHS,THST,"5,852",0,"5,852","2,929",0,244,0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Timpanogos Cave NM,TICA,"117,048",0,"117,048","334,274",0,"27,856",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Timucuan EHP,TIMU,"1,039,603",0,"1,039,603","3,023,517",0,"251,959",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Tonto NM,TONT,"62,829",0,"62,829","119,758",0,"9,979",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Tumacacori NHP,TUMA,"41,946",0,"41,946","27,964",0,"2,330",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Tuskegee Airmen NHS,TUAI,"68,220",0,"68,220","102,333",0,"8,527",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Tuskegee Institute NHS,TUIN,"24,733",0,"24,733","39,355",0,"3,279",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Tuzigoot NM,TUZI,"103,123",240,"103,363","77,340",60,"6,445",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Ulysses S. Grant NHS,ULSG,"39,439",0,"39,439","59,161",0,"4,930",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Upper Delaware S&RR,UPDE,"301,859","2,130","303,989","1,249,637",535,"104,136",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Valley Forge NHP,VAFO,"1,687,416","1,358,385","3,045,801","3,388,332","271,678","282,361",0,0,0,0,0,750,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Vanderbilt Mansion NHS,VAMA,"390,475",0,"390,475","489,388",0,"40,782",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Vicksburg NMP,VICK,"587,791",0,"587,791","1,263,301",0,"105,275",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Vietnam Veterans MEM,VIVE,"4,591,713",0,"4,591,713","2,295,855",0,"191,321",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Virgin Islands NP,VIIS,"485,950","330,644","816,594","2,988,592","93,181","249,049","18,571","19,846",0,0,0,"51,626","1,450","281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Voyageurs NP,VOYA,"265,918","2,580","268,498","4,001,560","1,296","333,463","3,674",0,0,0,"36,056","54,171",0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Walnut Canyon NM,WACA,"126,261",480,"126,741","164,139",240,"13,678",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
War in the Pacific NHP,WAPA,"216,641",568,"217,209","241,571",288,"20,130",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Washington Monument,WAMO,"631,743",0,"631,743","631,743",0,"52,645",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Washita Battlefield NHS,WABA,"11,834",0,"11,834","11,834",0,986,0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Weir Farm NHS,WEFA,"19,913",0,"19,913","34,416",0,"2,868",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Whiskeytown NRA,WHIS,"791,217","6,582","797,799","3,077,752","11,635","256,479",0,"17,916",0,"1,560","4,212","20,889",0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
White House,WHHO,"940,997",0,"940,997","574,776",0,"47,898",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
White Sands NP,WHSA,"461,920",0,"461,920","787,947",0,"65,662",0,0,0,0,"1,740",0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Whitman Mission NHS,WHMI,"63,048",888,"63,936","63,048",444,"5,254",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
William Howard Taft NHS,WIHO,"20,547",0,"20,547","20,547",0,"1,712",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Wilson's Creek NB,WICR,"180,024",0,"180,024","360,048",0,"30,003",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Wind Cave NP,WICA,"572,517","224,347","796,864","1,618,253","74,033","134,854",0,0,"1,564","1,315",297,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Wolf Trap NP for the Performing Arts,WOTR,"525,824",0,"525,824","2,103,296",0,"175,274",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Women's Rights NHP,WORI,"22,951","1,344","24,295","19,047",672,"1,587",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
World War II Memorial,WWII,"4,092,671",0,"4,092,671","2,046,337",0,"170,528",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Wrangell-St. Elias NP & PRES,WRST,"73,170",0,"73,170","3,365,820",0,"280,484",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Wright Brothers NMEM,WRBR,"469,251","2,190","471,441","469,251","1,095","39,104",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Wupatki NM,WUPA,"226,464","6,531","232,995","453,847","3,920","37,820",0,0,0,0,0,0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Yellowstone NP,YELL,"3,568,277","896,759","4,465,036","73,789,505","501,442","6,149,125","571,041","505,187","86,114","67,505","44,699","15,880",0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Yosemite NP,YOSE,"3,906,354","147,321","4,053,675","68,366,992","3,781,209","5,697,249","802,088",0,"524,559","251,140","126,220","40,108",0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Yukon-Charley Rivers NPRES,YUCH,"6,221",0,"6,221","184,570",0,"15,380",0,0,0,0,"7,172",0,0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
Zion NP,ZION,"2,680,377","21,900","2,702,277","18,783,247","5,475","1,565,270","75,458",0,"101,754","74,328","37,300","21,345",0,"281,624,300","155,067,942","436,692,242","1,238,033,912","81,218,977","103,169,492","3,479,455","1,263,072","3,247,168","2,224,402","1,773,806","2,382,703","204,059"
